date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2004-08-12,2004,8,12,Thursday,33,summer,hills,54.07,54:04,7.0,7.7243,"went to practice again. Dani needed to run hills also so we decided that Broken Hills was an appropriate substitute for repeats. Did drill with the team and my legs were feeling shot because I skipped breakfast, so when we got to the base of the trail I let Dani and Kim lead. Ended up feeling strong the whole way up though; if it wasn't a single file run I could have definitely been up on Dani's shoulder. Just as well that she was in front though, she took us up in 11:44, the fastest I've ever done it, I think. Added on to complete the mileage then did lots of strides at the track on the way home.","spb, ice bath, drills, strides, dsbp",0,,,,summer04log.html
2004-08-13,2004,8,13,Friday,33,summer,run,50.42,50:25,6.0,8.4033,,,0,,,,summer04log.html
2004-08-15,2004,8,15,Sunday,33,summer,long run,101.5,1:41:30,15.1,6.7219,"Brenna decided not to do the America's Finest City half marathon, so I took her number and ran it, just so I could have a more exciting long run this week. It was nice; I never like the road races because they're all on the road (imagine that) but the views were cool and it kept me from being bored. Managed to hold back that road racing urge. 7:45 pace average but there was a fatty downhill from mile 2-5 which dropped the pace. Splits: Mile 1-7 // 54:42 Last 10k // 46:47 Results (search for Brenna Williams)","sp, 1 mile each wu/cd",0,,,,summer04log.html
2004-08-16,2004,8,16,Monday,34,summer,run,67.52,67:31,8.0,8.44,,strides,0,,,,summer04log.html
2004-08-17,2004,8,17,Tuesday,34,summer,run,30.03,30:02,4.0,7.5075,,,0,,,,summer04log.html
2004-08-17,2004,8,17,Tuesday,34,summer,hill repeats,29.8,29:48 wu/cd,6.0,4.9667,"Went across to the other, stealth side of TP state park, and found a trail to do repeats on with Dani. We did two sets of five, walking down between sets. It was a single file trail, so we took turns leading. Managed to press the workout the whole time. On the last one, I left two seconds before her and she chased me down. Nearly got me, but I held off. One of those feel-your-heartbeat-in-your-head finishes. Awesome workout, maybe the best all summer.",crazy feet,0,,,,summer04log.html
2004-08-18,2004,8,18,Wednesday,34,summer,run,53.57,53:34,6.2,8.6403,"I feel awesome! I'm through ""hump day"" of my big week for the summer and I've felt nothing but fresh and solid throughout. Stoked",spb,0,,,,summer04log.html
2004-08-19,2004,8,19,Thursday,34,summer,run,24.35,24:21,3.0,8.1167,easy run on the beach. south to Flat Rock where I took a minute to look at crabs and poke sea anemone in the tide pools. Ran the last 5 min barefoot so I could splash in the water.,strides,0,,,,summer04log.html
2004-08-19,2004,8,19,Thursday,34,summer,tempo,54.02,54:01,7.0,7.7171,"Went out to PQ canyon. excluding a bit of a wu/cd, went out in 24:24, back in 20:55. Wanted to come back in 20 but 2/3 of the way back my legs were lagging. it's weird, I feel super strong this summer, but I haven't had my usual control over my tempo runs. Out and backs have always been my favorite just because I can usually blast them so well, but this summer they've been a struggle. Oh well, I ran until my stomach churned, that always means I'm pushing.",,0,,,,summer04log.html
2004-08-20,2004,8,20,Friday,34,summer,run,32.32,32:19,4.0,8.08,"first day all week of feeling a bit sluggish. not much of a run though, so i should be fresh tomorrow","sp, lunges, random strength work",0,,,,summer04log.html
2004-08-21,2004,8,21,Saturday,34,summer,run,84.13,1:24:08,9.75,8.6287,"up Broken Hills, to the La Jolla Half 9 mi mark, then Guy Fleming on the way down. 9.75 is the rough estimate, maybe a little more. Stoked on the way the week rounded out, it felt easy to do. Flying back tomorrow",ice bath,0,,,,summer04log.html
2004-08-23,2004,8,23,Monday,35,summer,run,22.07,22:04,3.0,7.3567,"wasn't intending to double, but Julia called and wanted to go for a run after her plane ride",,0,,,,summer04log.html
2004-08-23,2004,8,23,Monday,35,summer,run,75.35,75:21,8.5,8.8647,"First day of practice! 15 min wu, stretching etc., then out for the Elliot bridge loop. Faster than I've been running but I think that's more of a motivation issue. Everyone's looking good and seems stoked to be back.","2 sets sp, 45 min aquajog workout (drills)",0,,,,summer04log.html
2004-08-24,2004,8,24,Tuesday,35,summer,hill repeats,46.1,46:06 wu/cd,8.0,5.7625,"10xs the grass hill in Boston Common. Legs were feeling heavy, probably from all the moving up stairs yesterday","2 sets sp, 45 min aquajog workout (drills)",0,,,,summer04log.html
2004-08-25,2004,8,25,Wednesday,35,summer,long run,101.3,1:41:18,12.75,7.9451,"time includes a 15 min warmup on the turf. Felt awesome today! I expected to be slogging again, but everything was flowing and I wasn't tired. By my best estimate with Microsoft Streets and Trips, we ran just under 11.5 in 1:26:00. Even giving us a conservative estimate of 11.25, that would give us 7:39/mile! Jen, Julia, and Condon all being there too makes the pack look promising. Half a mile to go before I hit my summer mileage goal of 550... I almost want to just go run a few laps right now, ha. Off to Maine tommorow!","2 sets sp, 20 min aquajog",0,,,,summer04log.html
2004-08-26,2004,8,26,Thursday,35,summer,run,64.58,64:35,7.5,8.6107,recovery run before the drive to maine.,2 sets sp,0,,,,summer04log.html
2004-08-27,2004,8,27,Friday,35,summer,run,61.18,61:11,7.5,8.1573,ran from HBH's house to Castine. Indian File through the town for about 20+ min just to get shaking.,"sp, lunges, lots of kayaking",0,,,,summer04log.html
2004-08-28,2004,8,28,Saturday,35,summer,tempo (road race),34.78,34:47,7.0,4.9686,"The team drove over to Northeast Harbor to do a road race. Warmed up a mile, took the bus to the start. Ran the first mile ""relaxed"" (7:10) then dropped it down to just above a tempo pace. Gorgeous run, I really like the area. Funny little community race... the only time I've even seen people move backwards when told to line up by pace.",16:52 wu/cd 2hrs hiking in Acadia Nat'l Park. Up the Precipice. Awesome hike... hot day.,0,,,,summer04log.html
2004-08-30,2004,8,30,Monday,36,summer,long run,86.02,86:01,10.0,8.602,"must've been really stiff from the car ride yesterday. Took me until halfway around Jamaica Pond to finally loosen up. Ugh, was not pleasant up until that point. And it's getting hoooot out...","2 sets sp, 40 min aqua jog workout (drills)",0,,,,summer04log.html
2004-08-30,2004,8,30,Monday,36,fall,long run,86.02,86:01,10.0,8.602,"must've been really stiff from the car ride yesterday. Took me until halfway around Jamaica Pond to finally loosen up. Ugh, was not pleasant up until that point. And it's getting hoooot out...","2 sets sp, 40 min aqua jog workout (drills)",0,,,,fall04log.html
2004-08-31,2004,8,31,Tuesday,36,summer,run,66.93,66:56,9.0,7.4367,,"continuous wu, 35 min aqua jog workout (drills)",0,,,,summer04log.html
2004-08-31,2004,8,31,Tuesday,36,fall,run,66.93,66:56,9.0,7.4367,,"continuous wu, 35 min aqua jog workout (drills)",0,,,,fall04log.html
2004-09-01,2004,9,1,Wednesday,36,fall,tempo,59.05,59:03,7.0,8.4357,"Nice way to kick off September. Cranked out a 6:43, 6:47, 6:36 with Condon, and two frosh on our heels. Felt solid and managable, with a little extra effort required at the end, as it should be. Looking forward to testing out Franklin Park.","2 sets sp, 30 min aquajogging (14:24 wu, 24:32 cd)",0,,,,fall04log.html
2004-09-02,2004,9,2,Thursday,36,fall,pool,,(90),,,"45 min wu, drills, cooldown. Decided not to argue with taking a day off, can't see it mattering in the long run.",lifting,0,,,,fall04log.html
2004-09-03,2004,9,3,Friday,36,fall,run,43.0,43:00,5.25,8.1905,,aquajogger water polo!,0,,,,fall04log.html
2004-09-04,2004,9,4,Saturday,36,fall,,,,9.0,,"Average race. The only qualms I have are that I went out too hard (for me, I've never been able to recover from that). Each mile slowed down, which I hate doing. 15 seconds faster than last year's opener, so I can't complain. Woke up sore and stiff and wasn't expecting my best. Splits: 6:15, 6:52, 7:28 (6:47 pace)","16:08 wu, 35:56 cd",1,"Alumnae Meet , Franklin Park",5k,20:35,fall04log.html
2004-09-06,2004,9,6,Monday,37,fall,long run,110.22,1:50:13,13.5,8.1644,"felt great! to fresh pond w/Condon, around twice and some at the end",sp,0,,,,fall04log.html
2004-09-07,2004,9,7,Tuesday,37,fall,run,64.2,64:12,8.0,8.025,7 min tempo at the end. felt great. Another confirmation of my theory...,"spb, lunges",0,,,,fall04log.html
2004-09-08,2004,9,8,Wednesday,37,fall,intervals,,--,7.5,,"3xs ""long loop"" at Boston Commons. Workout was hard while I was doing it. Felt like I was struggling but also able to stay strong during the workout. In total it felt a little short, but I worked hard.","1 set sp, 18:09 wu, 24:46 cd",0,,,,fall04log.html
2004-09-09,2004,9,9,Thursday,37,fall,run (shh! don't tell),64.65,64:39,7.5,8.62,"sci museum-western, nice and slow to really make it recovery. went by myself in the late morning before class. lifted at night","strides during the end of the run, lifting",0,,,,fall04log.html
2004-09-10,2004,9,10,Friday,37,fall,pre-meet,20.13,20:08,3.0,6.71,"grass loops, some turn practice stuff, yeah.","medball, 5x100m strides",0,,,,fall04log.html
2004-09-11,2004,9,11,Saturday,37,fall,,,,9.0,,"Much happier with this race than last weeks. Started out MUCH more conservatively, with more success. Hard to compare times from course to course, but I felt so much better and more in control. Took 5th on the team to complete the 1-5 sweep, which was awesome, but I must admit I much prefer being the upstart freshman than being beat by them. But it sure looks promising. Just need to find the confidence in the work I've put in and know I'm training for November. Splits: 6:35, 6:30, 7:05","16:43 wu, 36:44 cd",1,"Engineer's Cup, Saratoga Springs, NY",5k (short),20:10,fall04log.html
2004-09-12,2004,9,12,Sunday,37,fall,swim/aqua-jog,45.0,45,,,half of each,lift,0,,,,fall04log.html
2004-09-13,2004,9,13,Monday,38,fall,long run,111.17,1:51:10,14.1,7.8844,"strong run. 1' pickups every 8' or so, pretty hard pickups too, not just to shake it up a bit like usual. 7:53 was the cumulative pace. ate some dried apricots after lunch, which never sits well with me, and I was uncomfortable a lot of the way, but I managed to ignore it. just Karen and I today.",ice bath,0,,,,fall04log.html
2004-09-14,2004,9,14,Tuesday,38,fall,run,59.1,59:06,7.2,8.2083,,lifting,0,,,,fall04log.html
2004-09-15,2004,9,15,Wednesday,38,fall,intervals,,?,8.0,,"Forgot my watch, but it didn't matter since HBH had a time on everything. 5x1200 at Fenway, with 2x100m surges. Walking around during the day, my legs were shot and I knew today was going to be bad. Maybe it was the lifting, or the long run, or poor eating, I dunno. The afternoon lived up to my expectations, as I barely made my way through the workout. The last one I started half a lap late so that I could get a little more recovery, then added the half lap at the end. That actually helped a lot as I stuck with Karen and Julia for about 600m. 4:42, 4:42, 4:47, ?, ?",sp,0,,,,fall04log.html
2004-09-16,2004,9,16,Thursday,38,fall,run/aquajog,33.0,33:00/30,4.0,8.25,"ran around campus, then hopped in the pool for some aquajogging. I think I need to focus a little more and pay attention to the details again. My eating habits have been slightly sporadic, although I am getting back to a normal sleep schedule. I don't know, I don't feel on track. Starting now though, it's only positive thoughts.",,0,,,,fall04log.html
